timestamp,message_id,conversation_id,agent_id,performative,protocol,sender,receivers,content,ontology,language
2026-05-15T09:09:11.920785,ba05f4b6-503d-11f1-9b27-fdf2b1da3086,ba05f290-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""La inteligencia artificial reemplazar\u00e1 a los programadores"", ""source"": ""Twitter"", ""is_fake"": true, ""confidence"": 0.89, ""timestamp"": ""2026-05-15T09:09:06.937481""}",fake_news_ontology,
2026-05-15T09:09:14.903089,bd00ee50-503d-11f1-9b27-fdf2b1da3086,bd00ecca-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""La inteligencia artificial reemplazar\u00e1 a los programadores"", ""source"": ""Twitter"", ""is_fake"": true, ""confidence"": 0.8, ""timestamp"": ""2026-05-15T09:09:11.937743""}",fake_news_ontology,
2026-05-15T09:09:21.059344,bffcb94a-503d-11f1-9b27-fdf2b1da3086,bffcb6f2-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Nueva subida de impuestos anunciada"", ""source"": ""El Mundo"", ""is_fake"": true, ""confidence"": 0.95, ""timestamp"": ""2026-05-15T09:09:16.943299""}",fake_news_ontology,
2026-05-15T09:09:25.404391,c2f7bb36-503d-11f1-9b27-fdf2b1da3086,c2f7b8d4-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""La inteligencia artificial reemplazar\u00e1 a los programadores"", ""source"": ""Facebook"", ""is_fake"": true, ""confidence"": 0.93, ""timestamp"": ""2026-05-15T09:09:21.943746""}",fake_news_ontology,
2026-05-15T09:09:30.987548,c5f3546c-503d-11f1-9b27-fdf2b1da3086,c5f3520a-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""El caf\u00e9 prolonga la vida, seg\u00fan nuevo estudio"", ""source"": ""WhatsApp"", ""is_fake"": false, ""confidence"": 0.79, ""timestamp"": ""2026-05-15T09:09:26.948053""}",fake_news_ontology,
2026-05-15T09:09:34.785387,c8ee5ba8-503d-11f1-9b27-fdf2b1da3086,c8ee59a0-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""El Mundo"", ""is_fake"": true, ""confidence"": 0.73, ""timestamp"": ""2026-05-15T09:09:31.948662""}",fake_news_ontology,
2026-05-15T09:09:40.308906,cbe9f36c-503d-11f1-9b27-fdf2b1da3086,cbe9f13c-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Im\u00e1genes exclusivas del nuevo iPhone 20"", ""source"": ""New York Times"", ""is_fake"": false, ""confidence"": 0.99, ""timestamp"": ""2026-05-15T09:09:36.952935""}",fake_news_ontology,
2026-05-15T09:09:46.855396,cee4f6e8-503d-11f1-9b27-fdf2b1da3086,cee4f4c2-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""La inteligencia artificial reemplazar\u00e1 a los programadores"", ""source"": ""El Mundo"", ""is_fake"": true, ""confidence"": 0.8, ""timestamp"": ""2026-05-15T09:09:41.953421""}",fake_news_ontology,
2026-05-15T09:09:50.188578,d1e0a3ba-503d-11f1-9b27-fdf2b1da3086,d1e0a158-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""New York Times"", ""is_fake"": false, ""confidence"": 0.83, ""timestamp"": ""2026-05-15T09:09:46.958234""}",fake_news_ontology,
2026-05-15T09:09:55.234329,d4dba93e-503d-11f1-9b27-fdf2b1da3086,d4dba70e-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Im\u00e1genes exclusivas del nuevo iPhone 20"", ""source"": ""Facebook"", ""is_fake"": true, ""confidence"": 0.91, ""timestamp"": ""2026-05-15T09:09:51.958780""}",fake_news_ontology,
2026-05-15T09:10:00.460943,d7d76196-503d-11f1-9b27-fdf2b1da3086,d7d75f20-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Im\u00e1genes exclusivas del nuevo iPhone 20"", ""source"": ""El Mundo"", ""is_fake"": true, ""confidence"": 0.91, ""timestamp"": ""2026-05-15T09:09:56.963887""}",fake_news_ontology,
2026-05-15T09:10:04.670320,dad2732c-503d-11f1-9b27-fdf2b1da3086,dad27066-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Im\u00e1genes exclusivas del nuevo iPhone 20"", ""source"": ""New York Times"", ""is_fake"": true, ""confidence"": 0.75, ""timestamp"": ""2026-05-15T09:10:01.964727""}",fake_news_ontology,
2026-05-15T09:10:10.859109,ddce083e-503d-11f1-9b27-fdf2b1da3086,ddce05d2-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""New York Times"", ""is_fake"": true, ""confidence"": 0.82, ""timestamp"": ""2026-05-15T09:10:06.968945""}",fake_news_ontology,
2026-05-15T09:10:15.948784,e0c9168c-503d-11f1-9b27-fdf2b1da3086,e0c913f8-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""El caf\u00e9 prolonga la vida, seg\u00fan nuevo estudio"", ""source"": ""New York Times"", ""is_fake"": false, ""confidence"": 0.77, ""timestamp"": ""2026-05-15T09:10:11.969705""}",fake_news_ontology,
2026-05-15T09:10:21.791901,e3c4e1e0-503d-11f1-9b27-fdf2b1da3086,e3c4df4c-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""El caf\u00e9 prolonga la vida, seg\u00fan nuevo estudio"", ""source"": ""WhatsApp"", ""is_fake"": true, ""confidence"": 0.83, ""timestamp"": ""2026-05-15T09:10:16.975305""}",fake_news_ontology,
2026-05-15T09:10:25.921665,e6bfed2c-503d-11f1-9b27-fdf2b1da3086,e6bfe9e4-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Im\u00e1genes exclusivas del nuevo iPhone 20"", ""source"": ""Facebook"", ""is_fake"": true, ""confidence"": 0.74, ""timestamp"": ""2026-05-15T09:10:21.975979""}",fake_news_ontology,
2026-05-15T09:10:29.623282,e9bb8194-503d-11f1-9b27-fdf2b1da3086,e9bb7f00-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""El caf\u00e9 prolonga la vida, seg\u00fan nuevo estudio"", ""source"": ""El Mundo"", ""is_fake"": true, ""confidence"": 0.82, ""timestamp"": ""2026-05-15T09:10:26.980189""}",fake_news_ontology,
2026-05-15T09:10:36.652322,ecb6921c-503d-11f1-9b27-fdf2b1da3086,ecb68a4c-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Nueva subida de impuestos anunciada"", ""source"": ""WhatsApp"", ""is_fake"": false, ""confidence"": 0.94, ""timestamp"": ""2026-05-15T09:10:31.980792""}",fake_news_ontology,
2026-05-15T09:10:41.549660,efb2524e-503d-11f1-9b27-fdf2b1da3086,efb2500a-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""El caf\u00e9 prolonga la vida, seg\u00fan nuevo estudio"", ""source"": ""New York Times"", ""is_fake"": true, ""confidence"": 0.89, ""timestamp"": ""2026-05-15T09:10:36.986308""}",fake_news_ontology,
2026-05-15T09:10:44.196717,f2ad6ab0-503d-11f1-9b27-fdf2b1da3086,f2ad67b8-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""WhatsApp"", ""is_fake"": true, ""confidence"": 0.97, ""timestamp"": ""2026-05-15T09:10:41.987340""}",fake_news_ontology,
2026-05-15T09:10:50.288875,f5a92a10-503d-11f1-9b27-fdf2b1da3086,f5a92790-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Nueva subida de impuestos anunciada"", ""source"": ""Facebook"", ""is_fake"": false, ""confidence"": 0.84, ""timestamp"": ""2026-05-15T09:10:46.992644""}",fake_news_ontology,
2026-05-15T09:10:54.127661,f8a435c0-503d-11f1-9b27-fdf2b1da3086,f8a43336-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""La inteligencia artificial reemplazar\u00e1 a los programadores"", ""source"": ""Twitter"", ""is_fake"": true, ""confidence"": 0.77, ""timestamp"": ""2026-05-15T09:10:51.993341""}",fake_news_ontology,
2026-05-15T09:11:00.942162,fb9fbf2e-503d-11f1-9b27-fdf2b1da3086,fb9fbcb8-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""WhatsApp"", ""is_fake"": true, ""confidence"": 0.92, ""timestamp"": ""2026-05-15T09:10:56.997256""}",fake_news_ontology,
2026-05-15T09:11:05.761529,fe9ac2d2-503d-11f1-9b27-fdf2b1da3086,fe9ac098-503d-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""El caf\u00e9 prolonga la vida, seg\u00fan nuevo estudio"", ""source"": ""Twitter"", ""is_fake"": false, ""confidence"": 0.96, ""timestamp"": ""2026-05-15T09:11:01.997755""}",fake_news_ontology,
2026-05-15T09:11:10.102112,01968b56-503e-11f1-9b27-fdf2b1da3086,019688cc-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Im\u00e1genes exclusivas del nuevo iPhone 20"", ""source"": ""Facebook"", ""is_fake"": false, ""confidence"": 0.72, ""timestamp"": ""2026-05-15T09:11:07.003275""}",fake_news_ontology,
2026-05-15T09:11:17.008845,04918f4a-503e-11f1-9b27-fdf2b1da3086,04918cd4-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""New York Times"", ""is_fake"": true, ""confidence"": 0.76, ""timestamp"": ""2026-05-15T09:11:12.003775""}",fake_news_ontology,
2026-05-15T09:11:21.388101,078d33ac-503e-11f1-9b27-fdf2b1da3086,078d3140-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""La inteligencia artificial reemplazar\u00e1 a los programadores"", ""source"": ""Twitter"", ""is_fake"": false, ""confidence"": 0.97, ""timestamp"": ""2026-05-15T09:11:17.008383""}",fake_news_ontology,
2026-05-15T09:11:24.371273,0a8839da-503e-11f1-9b27-fdf2b1da3086,0a883660-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""El caf\u00e9 prolonga la vida, seg\u00fan nuevo estudio"", ""source"": ""Facebook"", ""is_fake"": true, ""confidence"": 0.74, ""timestamp"": ""2026-05-15T09:11:22.008906""}",fake_news_ontology,
2026-05-15T09:11:30.675884,0d83d216-503e-11f1-9b27-fdf2b1da3086,0d83cf8c-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""New York Times"", ""is_fake"": false, ""confidence"": 0.75, ""timestamp"": ""2026-05-15T09:11:27.013228""}",fake_news_ontology,
2026-05-15T09:11:34.814998,107edd9e-503e-11f1-9b27-fdf2b1da3086,107edb0a-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""La inteligencia artificial reemplazar\u00e1 a los programadores"", ""source"": ""Facebook"", ""is_fake"": true, ""confidence"": 0.79, ""timestamp"": ""2026-05-15T09:11:32.013916""}",fake_news_ontology,
2026-05-15T09:11:41.464615,137a8b92-503e-11f1-9b27-fdf2b1da3086,137a87fa-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""New York Times"", ""is_fake"": false, ""confidence"": 0.91, ""timestamp"": ""2026-05-15T09:11:37.018742""}",fake_news_ontology,
2026-05-15T09:11:45.177631,16759260-503e-11f1-9b27-fdf2b1da3086,16758fea-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Nueva subida de impuestos anunciada"", ""source"": ""Facebook"", ""is_fake"": true, ""confidence"": 0.78, ""timestamp"": ""2026-05-15T09:11:42.019344""}",fake_news_ontology,
2026-05-15T09:11:50.144136,1970c1a6-503e-11f1-9b27-fdf2b1da3086,1970bf12-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Nueva subida de impuestos anunciada"", ""source"": ""El Mundo"", ""is_fake"": true, ""confidence"": 0.72, ""timestamp"": ""2026-05-15T09:11:47.020948""}",fake_news_ontology,
2026-05-15T09:11:55.661025,1c6bd4a4-503e-11f1-9b27-fdf2b1da3086,1c6bd1fc-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""WhatsApp"", ""is_fake"": false, ""confidence"": 0.91, ""timestamp"": ""2026-05-15T09:11:52.021825""}",fake_news_ontology,
2026-05-15T09:12:00.165696,1f679472-503e-11f1-9b27-fdf2b1da3086,1f6791fc-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""El caf\u00e9 prolonga la vida, seg\u00fan nuevo estudio"", ""source"": ""New York Times"", ""is_fake"": false, ""confidence"": 0.74, ""timestamp"": ""2026-05-15T09:11:57.027141""}",fake_news_ontology,
2026-05-15T09:12:04.907037,22629e6a-503e-11f1-9b27-fdf2b1da3086,22629c58-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""La inteligencia artificial reemplazar\u00e1 a los programadores"", ""source"": ""Twitter"", ""is_fake"": false, ""confidence"": 0.73, ""timestamp"": ""2026-05-15T09:12:02.027807""}",fake_news_ontology,
2026-05-15T09:12:09.757073,255e70b2-503e-11f1-9b27-fdf2b1da3086,255e6e32-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""El caf\u00e9 prolonga la vida, seg\u00fan nuevo estudio"", ""source"": ""El Mundo"", ""is_fake"": true, ""confidence"": 0.82, ""timestamp"": ""2026-05-15T09:12:07.033569""}",fake_news_ontology,
2026-05-15T09:12:14.074204,285985f4-503e-11f1-9b27-fdf2b1da3086,285983c4-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Im\u00e1genes exclusivas del nuevo iPhone 20"", ""source"": ""WhatsApp"", ""is_fake"": true, ""confidence"": 0.81, ""timestamp"": ""2026-05-15T09:12:12.034521""}",fake_news_ontology,
2026-05-15T09:12:21.841878,2b54d1d2-503e-11f1-9b27-fdf2b1da3086,2b54cf84-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Nueva subida de impuestos anunciada"", ""source"": ""Facebook"", ""is_fake"": true, ""confidence"": 0.81, ""timestamp"": ""2026-05-15T09:12:17.036858""}",fake_news_ontology,
2026-05-15T09:12:24.821157,2e4febf6-503e-11f1-9b27-fdf2b1da3086,2e4fe962-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""El caf\u00e9 prolonga la vida, seg\u00fan nuevo estudio"", ""source"": ""New York Times"", ""is_fake"": true, ""confidence"": 0.7, ""timestamp"": ""2026-05-15T09:12:22.037912""}",fake_news_ontology,
2026-05-15T09:12:31.765008,314bb966-503e-11f1-9b27-fdf2b1da3086,314bb718-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""Twitter"", ""is_fake"": false, ""confidence"": 0.75, ""timestamp"": ""2026-05-15T09:12:27.043577""}",fake_news_ontology,
2026-05-15T09:12:36.472268,3446c73c-503e-11f1-9b27-fdf2b1da3086,3446c4d0-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Nueva subida de impuestos anunciada"", ""source"": ""Facebook"", ""is_fake"": true, ""confidence"": 0.86, ""timestamp"": ""2026-05-15T09:12:32.044326""}",fake_news_ontology,
2026-05-15T09:12:41.316176,374298c6-503e-11f1-9b27-fdf2b1da3086,3742965a-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Nueva subida de impuestos anunciada"", ""source"": ""El Mundo"", ""is_fake"": true, ""confidence"": 0.98, ""timestamp"": ""2026-05-15T09:12:37.050089""}",fake_news_ontology,
2026-05-15T09:12:46.428328,3a3dad0e-503e-11f1-9b27-fdf2b1da3086,3a3daade-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Im\u00e1genes exclusivas del nuevo iPhone 20"", ""source"": ""Twitter"", ""is_fake"": false, ""confidence"": 0.87, ""timestamp"": ""2026-05-15T09:12:42.051011""}",fake_news_ontology,
2026-05-15T09:12:49.997532,3d38ed48-503e-11f1-9b27-fdf2b1da3086,3d38ea8c-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""WhatsApp"", ""is_fake"": false, ""confidence"": 0.92, ""timestamp"": ""2026-05-15T09:12:47.053031""}",fake_news_ontology,
2026-05-15T09:12:56.439935,40340816-503e-11f1-9b27-fdf2b1da3086,40340582-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Descubren agua en Marte"", ""source"": ""Twitter"", ""is_fake"": true, ""confidence"": 0.7, ""timestamp"": ""2026-05-15T09:12:52.054117""}",fake_news_ontology,
2026-05-15T09:13:00.754410,432fb2f4-503e-11f1-9b27-fdf2b1da3086,432fb06a-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Im\u00e1genes exclusivas del nuevo iPhone 20"", ""source"": ""Twitter"", ""is_fake"": true, ""confidence"": 0.75, ""timestamp"": ""2026-05-15T09:12:57.058891""}",fake_news_ontology,
2026-05-15T09:13:06.842110,462ab9a4-503e-11f1-9b27-fdf2b1da3086,462ab738-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Nueva subida de impuestos anunciada"", ""source"": ""New York Times"", ""is_fake"": false, ""confidence"": 0.89, ""timestamp"": ""2026-05-15T09:13:02.059469""}",fake_news_ontology,
2026-05-15T09:13:10.358639,49268854-503e-11f1-9b27-fdf2b1da3086,492685ca-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Im\u00e1genes exclusivas del nuevo iPhone 20"", ""source"": ""WhatsApp"", ""is_fake"": true, ""confidence"": 0.93, ""timestamp"": ""2026-05-15T09:13:07.065151""}",fake_news_ontology,
2026-05-15T09:13:15.146530,4c218036-503e-11f1-9b27-fdf2b1da3086,4c217dde-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""Nueva subida de impuestos anunciada"", ""source"": ""New York Times"", ""is_fake"": true, ""confidence"": 0.8, ""timestamp"": ""2026-05-15T09:13:12.065345""}",fake_news_ontology,
2026-05-15T09:13:22.016468,4f1d42e8-503e-11f1-9b27-fdf2b1da3086,4f1d4040-503e-11f1-9b27-fdf2b1da3086,gui_agent_2000@localhost:2000,inform,,mock_agent_3000@localhost:3000,gui_agent_2000@localhost:2000,"{""title"": ""El caf\u00e9 prolonga la vida, seg\u00fan nuevo estudio"", ""source"": ""El Mundo"", ""is_fake"": false, ""confidence"": 0.72, ""timestamp"": ""2026-05-15T09:13:17.070719""}",fake_news_ontology,
