timestamp,event_type,agent_id,data
2026-05-15T09:08:56.940713,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'b40f3fa4-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'b40f3be4-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:08:56.951502,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'b40f3fa4-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'b40f3be4-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:01.619929,agent_connection_verified,gui_agent_2000@localhost:2000,{'timestamp': '2026-05-15T09:09:01.610241'}
2026-05-15T09:09:01.847899,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'b40f3fa4-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'b40f3be4-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:01.941660,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'b70a45b4-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'b70a4366-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:01.953156,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'b70a45b4-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'b70a4366-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:02.063208,agent_connection_verified,mock_agent_3000@localhost:3000,{'timestamp': '2026-05-15T09:09:02.054757'}
2026-05-15T09:09:02.106167,agent_connection_verified,sniffer@localhost:8001,{'timestamp': '2026-05-15T09:09:02.096900'}
2026-05-15T09:09:03.990261,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'b70a45b4-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'b70a4366-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:06.946141,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'ba05f4b6-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'ba05f290-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:06.958009,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'ba05f4b6-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'ba05f290-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:11.709876,agent_connection_verified,sniffer@localhost:8001,{'timestamp': '2026-05-15T09:09:11.701180'}
2026-05-15T09:09:11.931134,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'ba05f4b6-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'ba05f290-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:11.942009,agent_connection_verified,mock_agent_3000@localhost:3000,{'timestamp': '2026-05-15T09:09:11.936852'}
2026-05-15T09:09:11.942127,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'bd00ee50-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'bd00ecca-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:11.953016,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'bd00ee50-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'bd00ecca-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:12.191124,agent_connection_verified,gui_agent_2000@localhost:2000,{'timestamp': '2026-05-15T09:09:12.181801'}
2026-05-15T09:09:14.913223,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'bd00ee50-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'bd00ecca-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:16.952671,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'bffcb94a-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'bffcb6f2-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:16.964313,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'bffcb94a-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'bffcb6f2-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:21.070279,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'bffcb94a-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'bffcb6f2-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:21.822777,agent_connection_verified,mock_agent_3000@localhost:3000,{'timestamp': '2026-05-15T09:09:21.813838'}
2026-05-15T09:09:21.952937,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'c2f7bb36-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'c2f7b8d4-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:21.964730,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'c2f7bb36-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'c2f7b8d4-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:22.045712,agent_connection_verified,gui_agent_2000@localhost:2000,{'timestamp': '2026-05-15T09:09:22.037277'}
2026-05-15T09:09:22.159320,agent_connection_verified,sniffer@localhost:8001,{'timestamp': '2026-05-15T09:09:22.150833'}
2026-05-15T09:09:25.414207,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'c2f7bb36-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'c2f7b8d4-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:26.956742,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'c5f3546c-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'c5f3520a-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:26.968221,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'c5f3546c-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'c5f3520a-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:30.998120,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'c5f3546c-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'c5f3520a-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:31.849734,agent_connection_verified,mock_agent_3000@localhost:3000,{'timestamp': '2026-05-15T09:09:31.840580'}
2026-05-15T09:09:31.945151,agent_connection_verified,sniffer@localhost:8001,{'timestamp': '2026-05-15T09:09:31.936788'}
2026-05-15T09:09:31.957576,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'c8ee5ba8-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'c8ee59a0-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:31.968535,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'c8ee5ba8-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'c8ee59a0-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:32.340340,agent_connection_verified,gui_agent_2000@localhost:2000,{'timestamp': '2026-05-15T09:09:32.331559'}
2026-05-15T09:09:34.795687,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'c8ee5ba8-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'c8ee59a0-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:36.961878,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'cbe9f36c-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'cbe9f13c-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:36.973703,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'cbe9f36c-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'cbe9f13c-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:40.319640,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'cbe9f36c-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'cbe9f13c-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:41.935315,agent_connection_verified,sniffer@localhost:8001,{'timestamp': '2026-05-15T09:09:41.925994'}
2026-05-15T09:09:41.962479,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'cee4f6e8-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'cee4f4c2-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:41.974676,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'cee4f6e8-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'cee4f4c2-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:42.007120,agent_connection_verified,mock_agent_3000@localhost:3000,{'timestamp': '2026-05-15T09:09:41.998489'}
2026-05-15T09:09:42.334479,agent_connection_verified,gui_agent_2000@localhost:2000,{'timestamp': '2026-05-15T09:09:42.324778'}
2026-05-15T09:09:46.866231,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'cee4f6e8-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'cee4f4c2-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:46.968132,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'd1e0a3ba-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'd1e0a158-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:46.979893,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'd1e0a3ba-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'd1e0a158-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:50.199055,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'd1e0a3ba-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'd1e0a158-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:51.390837,agent_connection_verified,sniffer@localhost:8001,{'timestamp': '2026-05-15T09:09:51.381108'}
2026-05-15T09:09:51.855712,agent_connection_verified,mock_agent_3000@localhost:3000,{'timestamp': '2026-05-15T09:09:51.846863'}
2026-05-15T09:09:51.901923,agent_connection_verified,gui_agent_2000@localhost:2000,{'timestamp': '2026-05-15T09:09:51.892782'}
2026-05-15T09:09:51.968240,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'd4dba93e-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'd4dba70e-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:51.979727,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'd4dba93e-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'd4dba70e-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:09:55.244292,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'd4dba93e-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'd4dba70e-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:09:56.972693,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'd7d76196-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'd7d75f20-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:09:56.983837,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'd7d76196-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'd7d75f20-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:10:00.471044,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'd7d76196-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'd7d75f20-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:10:01.531218,agent_connection_verified,mock_agent_3000@localhost:3000,{'timestamp': '2026-05-15T09:10:01.522578'}
2026-05-15T09:10:01.573783,agent_connection_verified,gui_agent_2000@localhost:2000,{'timestamp': '2026-05-15T09:10:01.565315'}
2026-05-15T09:10:01.886165,agent_connection_verified,sniffer@localhost:8001,{'timestamp': '2026-05-15T09:10:01.877626'}
2026-05-15T09:10:01.973433,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'dad2732c-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'dad27066-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:10:01.984324,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'dad2732c-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'dad27066-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:10:04.680998,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'dad2732c-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'dad27066-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:10:06.979096,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'ddce083e-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'ddce05d2-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:10:06.992245,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'ddce083e-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'ddce05d2-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:10:10.868930,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'ddce083e-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'ddce05d2-503d-11f1-9b27-fdf2b1da3086'}"
2026-05-15T09:10:11.659145,agent_connection_verified,mock_agent_3000@localhost:3000,{'timestamp': '2026-05-15T09:10:11.650437'}
2026-05-15T09:10:11.847478,agent_connection_verified,gui_agent_2000@localhost:2000,{'timestamp': '2026-05-15T09:10:11.839362'}
2026-05-15T09:10:11.978429,message_sent,mock_agent_3000@localhost:3000,"{'message_id': 'e0c9168c-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'e0c913f8-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'receivers': ['gui_agent_2000@localhost:2000']}"
2026-05-15T09:10:11.989719,message_received,gui_agent_2000@localhost:2000,"{'message_id': 'e0c9168c-503d-11f1-9b27-fdf2b1da3086', 'conversation_id': 'e0c913f8-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'sender': 'mock_agent_3000@localhost:3000'}"
2026-05-15T09:10:12.269025,agent_connection_verified,sniffer@localhost:8001,{'timestamp': '2026-05-15T09:10:12.259716'}
2026-05-15T09:10:15.958705,message_stored,gui_agent_2000@localhost:2000,"{'message_id': 'e0c9168c-503d-11f1-9b27-fdf2b1da3086', 'performative': 'inform', 'conversation_id': 'e0c913f8-503d-11f1-9b27-fdf2b1da3086'}"
